fid,fid_raw,tail,dep,arr,deptime,arrtime,prev_fid,next_fid,turn,delay_penalty,cancel_penalty,alternates
510,UA_250_2025-12-03_SYR_DEN_0_0,252,SYR,DEN,1764766800,1764781560,509.0,511.0,3060,139,3002400,
511,MX_252_2025-12-03_DEN_DEN_true,252,DEN,DEN,1764781560,1764785160,510.0,512.0,5100,0,7500000,
512,UA_1217_2025-12-03_DEN_DRO_0_0,252,DEN,DRO,1764786480,1764790620,511.0,513.0,3060,107,2311200,"[890, 785, 827, 862, 851, 775, 500, 690, 633, 525, 683, 95, 157, 84, 7, 19, 297, 350, 409, 383, 61]"
513,UA_588_2025-12-03_DRO_DEN_0_0,252,DRO,DEN,1764794340,1764798900,512.0,514.0,3060,114,2462400,
514,UA_507_2025-12-03_DEN_RSW_0_0,252,DEN,RSW,1764803400,1764816720,513.0,515.0,3060,117,2527200,"[892, 853, 775, 500, 690, 635, 527, 73, 817, 398, 84, 9, 21, 299, 352, 411, 275]"
515,MX_252_2025-12-03_RSW_RSW_false,252,RSW,RSW,1764816720,1764845520,514.0,516.0,5100,0,7500000,
516,UA_639_2025-12-04_RSW_DEN_0_0,252,RSW,DEN,1764853200,1764868800,515.0,517.0,3060,143,3088800,[703]
517,UA_1415_2025-12-04_DEN_SMF_0_0,252,DEN,SMF,1764873900,1764883500,516.0,518.0,3060,159,3434400,"[789, 831, 855, 503, 694, 637, 529, 75, 768, 819, 162, 11, 120, 23, 301, 354, 413, 277, 66]"
518,UA_566_2025-12-04_SMF_DEN_0_0,252,SMF,DEN,1764892920,1764901500,517.0,519.0,3060,119,2570400,[677]
519,UA_1153_2025-12-04_DEN_ELP_0_0,252,DEN,ELP,1764905400,1764912060,518.0,,3060,57,1231200,"[833, 866, 505, 651, 696, 639, 77, 821, 102, 164, 13, 25, 356, 415, 254]"
520,UA_2383_2025-12-02_PHL_DEN_0_0,253,PHL,DEN,1764680400,1764696120,,521.0,3060,159,3434400,
521,UA_221_2025-12-02_DEN_ELP_0_0,253,DEN,ELP,1764700740,1764707400,520.0,522.0,3060,131,2829600,"[886, 837, 781, 823, 848, 613, 734, 550, 496, 628, 599, 535, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
522,UA_1894_2025-12-02_ELP_DEN_0_0,253,ELP,DEN,1764711300,1764718080,521.0,523.0,3060,140,3024000,
523,UA_2324_2025-12-02_DEN_CID_0_0,253,DEN,CID,1764722160,1764729120,522.0,524.0,3060,143,3088800,"[888, 783, 825, 860, 736, 498, 687, 630, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
524,UA_1500_2025-12-03_CID_DEN_0_0,253,CID,DEN,1764773220,1764781500,523.0,525.0,3060,102,2203200,
525,UA_1547_2025-12-03_DEN_FCA_0_0,253,DEN,FCA,1764785700,1764794100,524.0,526.0,3060,152,3283200,"[890, 840, 785, 827, 862, 851, 775, 500, 690, 633, 512, 683, 95, 157, 84, 7, 19, 297, 350, 409, 383, 61]"
526,UA_2121_2025-12-03_FCA_DEN_0_0,253,FCA,DEN,1764797820,1764805860,525.0,527.0,3060,156,3369600,
527,UA_2350_2025-12-03_DEN_SYR_0_0,253,DEN,SYR,1764809700,1764821700,526.0,528.0,3060,138,2980800,"[892, 787, 829, 864, 853, 692, 635, 514, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
528,UA_250_2025-12-04_SYR_DEN_0_0,253,SYR,DEN,1764853200,1764867960,527.0,529.0,3060,146,3153600,
529,UA_318_2025-12-04_DEN_EUG_0_0,253,DEN,EUG,1764872100,1764882420,528.0,530.0,3060,89,1922400,"[789, 831, 855, 503, 694, 637, 517, 75, 768, 819, 162, 11, 120, 23, 301, 354, 413, 277, 66]"
530,UA_2077_2025-12-04_EUG_SFO_0_0,253,EUG,SFO,1764886140,1764892020,529.0,531.0,3060,55,1188000,
531,UA_2611_2025-12-04_SFO_PDX_0_0,253,SFO,PDX,1764895800,1764902460,530.0,532.0,3060,139,3002400,"[884, 810, 546, 479, 279]"
532,UA_2615_2025-12-04_PDX_SFO_0_0,253,PDX,SFO,1764906180,1764912780,531.0,533.0,3060,148,3196800,
533,MX_253_2025-12-04_SFO_SFO_false,253,SFO,SFO,1764912780,1764923580,532.0,,5100,0,7500000,
534,UA_1891_2025-12-02_MSP_DEN_0_0,255,MSP,DEN,1764687600,1764695880,,535.0,3060,138,2980800,
535,UA_671_2025-12-02_DEN_SBA_0_0,255,DEN,SBA,1764699960,1764709680,534.0,536.0,3060,148,3196800,"[886, 837, 781, 823, 848, 613, 734, 550, 496, 628, 599, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
536,UA_2305_2025-12-02_SBA_SFO_0_0,255,SBA,SFO,1764713400,1764717420,535.0,537.0,3060,114,2462400,[406]
537,UA_592_2025-12-02_SFO_AUS_0_0,255,SFO,AUS,1764721200,1764733800,536.0,538.0,3060,114,2462400,"[655, 615, 46, 44, 471, 319, 270]"
538,MX_255_2025-12-02_AUS_AUS_false,255,AUS,AUS,1764733800,1764751800,537.0,539.0,5100,0,7500000,
539,UA_1668_2025-12-03_AUS_SFO_0_0,255,AUS,SFO,1764776940,1764791520,538.0,540.0,3060,103,2224800,[6]
540,UA_2391_2025-12-03_SFO_SAN_0_0,255,SFO,SAN,1764797040,1764802920,539.0,541.0,3060,165,3564000,"[877, 618, 751, 49, 226, 474, 311, 273]"
541,UA_2117_2025-12-03_SAN_SFO_0_0,255,SAN,SFO,1764806880,1764813000,540.0,542.0,3060,123,2656800,[50]
542,UA_1995_2025-12-03_SFO_LAS_0_0,255,SFO,LAS,1764817800,1764823860,541.0,543.0,3060,86,1857600,"[753, 751, 261, 226, 313, 385]"
543,UA_1355_2025-12-04_LAS_SFO_0_0,255,LAS,SFO,1764856800,1764863040,542.0,544.0,3060,128,2764800,[148]
544,UA_1483_2025-12-04_SFO_SAN_0_0,255,SFO,SAN,1764867600,1764873600,543.0,545.0,3060,118,2548800,"[880, 572, 755, 799, 264, 477]"
545,UA_1763_2025-12-04_SAN_SFO_0_0,255,SAN,SFO,1764882300,1764888720,544.0,546.0,3060,162,3499200,[265]
546,UA_2623_2025-12-04_SFO_EUG_0_0,255,SFO,EUG,1764893400,1764899100,545.0,547.0,3060,69,1490400,"[884, 882, 810, 531, 229, 479, 279]"
547,UA_1870_2025-12-04_EUG_SFO_0_0,255,EUG,SFO,1764902820,1764908700,546.0,548.0,3060,64,1382400,
548,UA_448_2025-12-04_SFO_ONT_0_0,255,SFO,ONT,1764912480,1764917340,547.0,,3060,150,3240000,"[884, 810, 279]"
549,UA_2368_2025-12-02_TUS_DEN_0_0,256,TUS,DEN,1764684000,1764690900,,550.0,3060,155,3348000,
550,UA_1575_2025-12-02_DEN_PHL_0_0,256,DEN,PHL,1764695400,1764708120,549.0,551.0,3060,145,3132000,"[886, 837, 781, 823, 613, 734, 496, 628, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 293, 317, 57]"
551,UA_308_2025-12-02_PHL_ORD_0_0,256,PHL,ORD,1764713220,1764722100,550.0,552.0,3060,142,3067200,
552,UA_2622_2025-12-02_ORD_MSY_0_0,256,ORD,MSY,1764726300,1764735660,551.0,553.0,3060,138,2980800,"[773, 643, 722, 368, 762, 29, 107, 126, 485, 281]"
553,MX_256_2025-12-02_MSY_MSY_false,256,MSY,MSY,1764735660,1764753660,552.0,554.0,5100,0,7500000,
554,UA_1799_2025-12-03_MSY_IAH_0_0,256,MSY,IAH,1764766800,1764771900,553.0,555.0,3060,112,2419200,
555,UA_1432_2025-12-03_IAH_MGA_0_0,256,IAH,MGA,1764777180,1764789480,554.0,556.0,3900,164,3542400,"[711, 604, 456, 672, 396, 336, 236, 116, 420, 175, 322, 144, 247, 187]"
556,UA_1433_2025-12-03_MGA_IAH_0_0,256,MGA,IAH,1764793500,1764805800,555.0,557.0,3480,67,1447200,
557,UA_1764_2025-12-03_IAH_DCA_0_0,256,IAH,DCA,1764813180,1764823440,556.0,558.0,4080,100,2160000,"[842, 661, 621, 713, 606, 674, 373, 35, 51, 338, 118, 177, 146, 189]"
558,UA_1450_2025-12-04_DCA_IAH_0_0,256,DCA,IAH,1764846000,1764858900,557.0,559.0,3060,127,2743200,
559,UA_1919_2025-12-04_IAH_CZM_0_0,256,IAH,CZM,1764864060,1764872580,558.0,560.0,3900,158,3412800,"[894, 844, 582, 664, 623, 715, 609, 461, 676, 375, 37, 53, 341, 87, 239, 179, 252, 191]"
560,UA_1867_2025-12-04_CZM_IAH_0_0,256,CZM,IAH,1764876300,1764885420,559.0,561.0,3480,62,1339200,
561,UA_1998_2025-12-04_IAH_LGA_0_0,256,IAH,LGA,1764890160,1764902700,560.0,,4080,119,2570400,"[846, 666, 625, 649, 463, 55, 343, 266, 241, 424, 181, 149, 216, 193]"
562,UA_1429_2025-12-02_OMA_IAH_0_0,257,OMA,IAH,1764676800,1764685740,,563.0,3060,162,3499200,
563,UA_1408_2025-12-02_IAH_BZE_0_0,257,IAH,BZE,1764689760,1764699240,562.0,564.0,3900,99,2138400,"[678, 453, 668, 392, 105, 417, 172, 140, 379, 243, 183]"
564,UA_1405_2025-12-02_BZE_IAH_0_0,257,BZE,IAH,1764703080,1764712920,563.0,565.0,3480,159,3434400,
565,UA_1998_2025-12-02_IAH_LGA_0_0,257,IAH,LGA,1764717360,1764729900,564.0,566.0,4080,131,2829600,"[574, 709, 670, 394, 333, 233, 197, 435, 245, 185, 166]"
566,MX_257_2025-12-02_LGA_LGA_false,257,LGA,LGA,1764729900,1764740700,565.0,567.0,5100,0,7500000,
567,UA_2617_2025-12-03_LGA_IAH_0_0,257,LGA,IAH,1764773700,1764788820,566.0,568.0,3060,135,2916000,"[592, 644, 370, 31]"
568,UA_1798_2025-12-03_IAH_PHX_0_0,257,IAH,PHX,1764794400,1764805260,567.0,569.0,3060,141,3045600,"[580, 711, 458, 674, 33, 338, 336, 236, 422, 322, 249, 187, 168]"
569,UA_1637_2025-12-03_PHX_DEN_0_0,257,PHX,DEN,1764809160,1764815880,568.0,570.0,3060,106,2289600,"[878, 260]"
570,MX_257_2025-12-03_DEN_DEN_false,257,DEN,DEN,1764815880,1764837480,569.0,571.0,5100,0,7500000,
571,UA_2367_2025-12-04_DEN_SFO_0_0,257,DEN,SFO,1764853200,1764863400,570.0,572.0,3060,65,1404000,[64]
572,UA_1046_2025-12-04_SFO_ATL_0_0,257,SFO,ATL,1764867900,1764884820,571.0,,3060,155,3348000,"[880, 544, 755, 799, 264, 477]"
573,UA_1265_2025-12-02_LIR_IAH_0_0,258,LIR,IAH,1764686100,1764699480,,574.0,3480,158,3412800,
574,UA_2258_2025-12-02_IAH_TPA_0_0,258,IAH,TPA,1764706860,1764715080,573.0,575.0,4080,141,3045600,"[565, 668, 105, 417, 197, 435, 140, 245, 166]"
575,UA_1370_2025-12-02_TPA_IAD_0_0,258,TPA,IAD,1764719400,1764727560,574.0,576.0,3060,128,2764800,
576,UA_1738_2025-12-02_IAD_ORD_0_0,258,IAD,ORD,1764732900,1764740580,575.0,577.0,3060,131,2829600,
577,MX_258_2025-12-02_ORD_ORD_false,258,ORD,ORD,1764740580,1764762180,576.0,578.0,5100,0,7500000,
578,UA_211_2025-12-03_ORD_MIA_0_0,258,ORD,MIA,1764768900,1764780540,577.0,579.0,3060,159,3434400,"[591, 645, 700, 815, 128, 200, 360]"
579,UA_1105_2025-12-03_MIA_IAH_0_0,258,MIA,IAH,1764786300,1764797160,578.0,580.0,3060,61,1317600,
580,UA_1902_2025-12-03_IAH_GUA_0_0,258,IAH,GUA,1764801840,1764812340,579.0,581.0,3900,158,3412800,"[568, 606, 458, 674, 373, 33, 338, 118, 422, 177, 146, 249, 168]"
581,UA_1907_2025-12-04_GUA_IAH_0_0,258,GUA,IAH,1764835800,1764846240,580.0,582.0,3480,132,2851200,
582,UA_759_2025-12-04_IAH_MIA_0_0,258,IAH,MIA,1764854400,1764863580,581.0,583.0,4080,126,2721600,"[844, 664, 623, 559, 676, 37, 87, 239, 252, 191]"
583,UA_334_2025-12-04_MIA_IAH_0_0,258,MIA,IAH,1764867300,1764878100,582.0,584.0,3060,69,1490400,"[893, 215]"
584,MX_258_2025-12-04_IAH_IAH_false,258,IAH,IAH,1764878100,1764935700,583.0,,5100,0,7500000,
585,UA_1793_2025-12-02_DCA_ORD_0_0,259,DCA,ORD,1764675000,1764683100,,586.0,3060,96,2073600,
586,UA_1413_2025-12-02_ORD_LGA_0_0,259,ORD,LGA,1764687300,1764695400,585.0,587.0,3060,157,3391200,"[771, 641, 330, 231, 483]"
587,UA_1967_2025-12-02_LGA_ORD_0_0,259,LGA,ORD,1764699300,1764708900,586.0,588.0,3060,139,3002400,"[642, 721]"
588,UA_600_2025-12-02_ORD_LGA_0_0,259,ORD,LGA,1764712800,1764720420,587.0,589.0,3060,122,2635200,"[643, 368, 762, 812, 485, 306, 281, 208]"
589,UA_1899_2025-12-02_LGA_ORD_0_0,259,LGA,ORD,1764724500,1764734220,588.0,590.0,3060,110,2376000,"[813, 418]"
590,MX_259_2025-12-02_ORD_ORD_false,259,ORD,ORD,1764734220,1764755820,589.0,591.0,5100,0,7500000,
591,UA_2617_2025-12-03_ORD_LGA_0_0,259,ORD,LGA,1764763200,1764770820,590.0,592.0,3060,155,3348000,"[578, 700, 128]"
592,UA_1310_2025-12-03_LGA_ORD_0_0,259,LGA,ORD,1764774900,1764784620,591.0,593.0,3060,104,2246400,"[644, 567, 370, 31]"
593,UA_2189_2025-12-03_ORD_LGA_0_0,259,ORD,LGA,1764788400,1764796260,592.0,594.0,3060,133,2872800,"[738, 645, 724, 702, 371, 764, 130, 440, 487, 284, 211]"
594,UA_2299_2025-12-03_LGA_ORD_0_0,259,LGA,ORD,1764799980,1764809700,593.0,595.0,3060,153,3304800,"[739, 646, 725, 237, 131]"
595,UA_1828_2025-12-03_ORD_SMF_0_0,259,ORD,SMF,1764814800,1764831780,594.0,596.0,3060,151,3261600,"[740, 726, 97, 110, 202, 442, 429, 286]"
596,UA_1278_2025-12-04_SMF_ORD_0_0,259,SMF,ORD,1764872400,1764887340,595.0,597.0,3060,157,3391200,
597,UA_1084_2025-12-04_ORD_SAV_0_0,259,ORD,SAV,1764892200,1764900180,596.0,,3060,111,2397600,"[791, 857, 706, 685, 377, 402, 206, 446, 433, 494, 327, 315, 290]"
598,UA_640_2025-12-02_YVR_DEN_0_0,263,YVR,DEN,1764693000,1764703260,,599.0,3480,161,3477600,[280]
599,UA_1311_2025-12-02_DEN_SAT_0_0,263,DEN,SAT,1764708120,1764716040,598.0,600.0,3600,162,3499200,"[823, 848, 613, 734, 496, 687, 535, 521, 507, 79, 15, 427, 345, 317, 57]"
600,UA_582_2025-12-02_SAT_IAH_0_0,263,SAT,IAH,1764719940,1764723720,599.0,601.0,3060,79,1706400,
601,UA_1723_2025-12-02_IAH_ATL_0_0,263,IAH,ATL,1764730200,1764737580,600.0,602.0,3060,43,928800,"[709, 670, 394, 333, 233, 437, 142, 185]"
602,MX_263_2025-12-02_ATL_ATL_false,263,ATL,ATL,1764737580,1764759180,601.0,603.0,5100,0,7500000,
603,UA_1057_2025-12-03_ATL_IAH_0_0,263,ATL,IAH,1764762600,1764771360,602.0,604.0,3060,94,2030400,[750]
604,UA_1454_2025-12-03_IAH_NAS_0_0,263,IAH,NAS,1764776340,1764786780,603.0,605.0,3900,116,2505600,"[711, 555, 456, 672, 396, 336, 236, 116, 420, 175, 322, 144, 247, 187]"
605,UA_1455_2025-12-03_NAS_IAH_0_0,263,NAS,IAH,1764790500,1764802740,604.0,606.0,3480,52,1123200,
606,UA_2659_2025-12-03_IAH_LGA_0_0,263,IAH,LGA,1764808500,1764821040,605.0,607.0,3600,116,2505600,"[842, 580, 661, 713, 557, 458, 674, 373, 35, 51, 338, 118, 177, 146, 189]"
607,MX_263_2025-12-03_LGA_LGA_false,263,LGA,LGA,1764821040,1764831840,606.0,608.0,5100,0,7500000,
608,UA_2371_2025-12-04_LGA_IAH_0_0,263,LGA,IAH,1764852300,1764867420,607.0,609.0,3060,115,2484000,"[648, 675, 99]"
609,UA_2181_2025-12-04_IAH_LGA_0_0,263,IAH,LGA,1764871380,1764883560,608.0,610.0,3060,155,3348000,"[894, 844, 715, 559, 649, 461, 676, 375, 37, 53, 341, 87, 424, 179, 149, 252, 191]"
610,UA_2646_2025-12-04_LGA_IAH_0_0,263,LGA,IAH,1764887280,1764902340,609.0,611.0,3060,141,3045600,"[705, 445, 291]"
611,UA_2474_2025-12-04_IAH_MSY_0_0,263,IAH,MSY,1764906480,1764910740,610.0,,3060,67,1447200,"[717, 757, 463, 39, 55, 343, 266]"
612,UA_340_2025-12-02_ATL_DEN_0_0,265,ATL,DEN,1764684000,1764696720,,613.0,3060,161,3477600,
613,UA_2459_2025-12-02_DEN_YYC_0_0,265,DEN,YYC,1764701040,1764710460,612.0,614.0,3900,128,2764800,"[886, 837, 781, 823, 848, 734, 550, 496, 628, 599, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
614,UA_2409_2025-12-02_YYC_SFO_0_0,265,YYC,SFO,1764714600,1764725340,613.0,615.0,3480,149,3218400,"[708, 679]"
615,UA_1995_2025-12-02_SFO_LAS_0_0,265,SFO,LAS,1764731400,1764737460,614.0,616.0,3600,100,2160000,"[657, 655, 537, 46, 222, 471, 319, 270]"
616,MX_265_2025-12-02_LAS_LAS_false,265,LAS,LAS,1764737460,1764766260,615.0,617.0,5100,0,7500000,
617,UA_2421_2025-12-03_LAS_SFO_0_0,265,LAS,SFO,1764785100,1764791340,616.0,618.0,3060,104,2246400,[876]
618,UA_1259_2025-12-03_SFO_LAS_0_0,265,SFO,LAS,1764795300,1764801360,617.0,619.0,3060,149,3218400,"[877, 540, 49, 474, 311, 273]"
619,UA_305_2025-12-03_LAS_IAH_0_0,265,LAS,IAH,1764805320,1764816300,618.0,620.0,3060,54,1166400,
620,MX_265_2025-12-03_IAH_IAH_true,265,IAH,IAH,1764816300,1764816300,619.0,621.0,5100,0,7500000,
621,UA_1179_2025-12-03_IAH_AUS_0_0,265,IAH,AUS,1764820800,1764824340,620.0,622.0,3060,51,1101600,"[842, 661, 713, 557, 35, 51, 189]"
622,UA_1966_2025-12-04_AUS_IAH_0_0,265,AUS,IAH,1764847800,1764851220,621.0,623.0,3060,80,1728000,
623,UA_512_2025-12-04_IAH_DCA_0_0,265,IAH,DCA,1764855180,1764865920,622.0,624.0,3060,91,1965600,"[844, 582, 664, 559, 676, 37, 87, 239, 252, 191]"
624,UA_382_2025-12-04_DCA_IAH_0_0,265,DCA,IAH,1764870000,1764882900,623.0,625.0,3060,97,2095200,[845]
625,UA_277_2025-12-04_IAH_FLL_0_0,265,IAH,FLL,1764887400,1764896520,624.0,626.0,3060,98,2116800,"[846, 666, 561, 649, 241, 424, 181, 149, 216, 193]"
626,MX_265_2025-12-04_FLL_FLL_false,265,FLL,FLL,1764896520,1764907320,625.0,,5100,0,7500000,
627,UA_1877_2025-12-02_GJT_DEN_0_0,267,GJT,DEN,1764684900,1764689340,,628.0,3060,142,3067200,
628,UA_424_2025-12-02_DEN_CID_0_0,267,DEN,CID,1764694800,1764701880,627.0,629.0,3060,163,3520800,"[886, 837, 781, 823, 613, 734, 550, 496, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 293, 317, 57]"
629,UA_514_2025-12-02_CID_DEN_0_0,267,CID,DEN,1764709800,1764718080,628.0,630.0,3060,128,2764800,
630,UA_1110_2025-12-02_DEN_SAT_0_0,267,DEN,SAT,1764722400,1764730380,629.0,631.0,3060,140,3024000,"[888, 783, 825, 860, 736, 498, 687, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
631,MX_267_2025-12-02_SAT_SAT_false,267,SAT,SAT,1764730380,1764748380,630.0,632.0,5100,0,7500000,
632,UA_2853_2025-12-03_SAT_DEN_0_0,267,SAT,DEN,1764772740,1764781260,631.0,633.0,3060,113,2440800,
633,UA_639_2025-12-03_DEN_MSO_0_0,267,DEN,MSO,1764786000,1764793980,632.0,634.0,3060,110,2376000,"[890, 840, 785, 827, 862, 851, 775, 500, 690, 525, 512, 683, 95, 157, 84, 7, 19, 297, 350, 409, 383, 61]"
634,UA_1436_2025-12-03_MSO_DEN_0_0,267,MSO,DEN,1764797700,1764805500,633.0,635.0,3060,158,3412800,
635,UA_1422_2025-12-03_DEN_STL_0_0,267,DEN,STL,1764809580,1764817020,634.0,636.0,3060,115,2484000,"[892, 787, 829, 864, 853, 692, 527, 514, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
636,UA_1396_2025-12-04_STL_DEN_0_0,267,STL,DEN,1764860400,1764869340,635.0,637.0,3060,140,3024000,
637,UA_221_2025-12-04_DEN_ELP_0_0,267,DEN,ELP,1764873540,1764880200,636.0,638.0,3060,91,1965600,"[789, 831, 855, 503, 694, 529, 517, 75, 768, 819, 162, 11, 120, 23, 301, 354, 413, 277, 66]"
638,UA_1894_2025-12-04_ELP_DEN_0_0,267,ELP,DEN,1764884100,1764890880,637.0,639.0,3060,85,1836000,
639,UA_2324_2025-12-04_DEN_CID_0_0,267,DEN,CID,1764894960,1764901920,638.0,,3060,99,2138400,"[833, 866, 505, 696, 519, 77, 770, 821, 102, 164, 13, 122, 25, 303, 356, 415, 254]"
640,UA_2693_2025-12-02_LGA_ORD_0_0,268,LGA,ORD,1764677700,1764687420,,641.0,3060,135,2916000,"[719, 667, 416, 482, 165]"
641,UA_2661_2025-12-02_ORD_LGA_0_0,268,ORD,LGA,1764691200,1764699060,640.0,642.0,3060,164,3542400,"[771, 586, 720, 27, 330, 231, 483]"
642,UA_2360_2025-12-02_LGA_ORD_0_0,268,LGA,ORD,1764702900,1764712620,641.0,643.0,3060,108,2332800,"[587, 721]"
643,UA_2329_2025-12-02_ORD_LGA_0_0,268,ORD,LGA,1764716400,1764724020,642.0,644.0,3060,128,2764800,"[588, 552, 368, 762, 812, 29, 126, 485, 281, 208]"
644,UA_2693_2025-12-03_LGA_ORD_0_0,268,LGA,ORD,1764764100,1764773820,643.0,645.0,3060,69,1490400,"[592, 567, 370, 31, 199]"
645,UA_2661_2025-12-03_ORD_LGA_0_0,268,ORD,LGA,1764777600,1764785460,644.0,646.0,3060,157,3391200,"[578, 738, 593, 724, 700, 371, 764, 815, 128, 200, 487, 360, 284]"
646,UA_2360_2025-12-03_LGA_ORD_0_0,268,LGA,ORD,1764789300,1764799020,645.0,647.0,3060,68,1468800,"[739, 594, 725, 176]"
647,UA_2329_2025-12-03_ORD_LGA_0_0,268,ORD,LGA,1764802800,1764810420,646.0,648.0,3060,117,2527200,"[740, 726, 702, 97, 110, 130, 202, 440, 429, 489, 286, 211]"
648,UA_2617_2025-12-04_LGA_IAH_0_0,268,LGA,IAH,1764860100,1764875220,647.0,649.0,3060,126,2721600,"[608, 99]"
649,UA_1798_2025-12-04_IAH_PHX_0_0,268,IAH,PHX,1764880800,1764891660,648.0,650.0,3060,108,2332800,"[894, 625, 715, 561, 609, 461, 375, 53, 341, 241, 424, 181, 179, 149, 216]"
650,UA_1637_2025-12-04_PHX_DEN_0_0,268,PHX,DEN,1764895560,1764902280,649.0,651.0,3060,123,2656800,"[809, 480]"
651,UA_1236_2025-12-04_DEN_PHX_0_0,268,DEN,PHX,1764906600,1764913860,650.0,652.0,3060,65,1404000,"[866, 505, 696, 519, 77, 821, 102, 164, 13, 25, 254]"
652,MX_268_2025-12-04_PHX_PHX_false,268,PHX,PHX,1764913860,1764935460,651.0,,5100,0,7500000,
653,UA_1712_2025-12-02_SFO_SAN_0_0,269,SFO,SAN,1764685800,1764691560,,654.0,3060,169,3650400,"[872, 707, 748, 42, 268]"
654,UA_2855_2025-12-02_SAN_SFO_0_0,269,SAN,SFO,1764698040,1764704460,653.0,655.0,3060,156,3369600,[404]
655,UA_2623_2025-12-02_SFO_EUG_0_0,269,SFO,EUG,1764720600,1764726300,654.0,656.0,3060,109,2354400,"[615, 537, 46, 44, 471, 319, 270]"
656,UA_1870_2025-12-02_EUG_SFO_0_0,269,EUG,SFO,1764730020,1764735900,655.0,657.0,3060,68,1468800,
657,UA_448_2025-12-02_SFO_ONT_0_0,269,SFO,ONT,1764739680,1764744540,656.0,658.0,3060,51,1101600,"[615, 46, 222, 471]"
658,UA_277_2025-12-03_ONT_SFO_0_0,269,ONT,SFO,1764770400,1764775440,657.0,659.0,3060,153,3304800,
659,UA_286_2025-12-03_SFO_YYC_0_0,269,SFO,YYC,1764779940,1764789960,658.0,660.0,3900,97,2095200,"[875, 796, 49, 224, 474, 309, 273]"
660,UA_750_2025-12-03_YYC_IAH_0_0,269,YYC,IAH,1764793800,1764809040,659.0,661.0,3480,150,3240000,[397]
661,UA_1542_2025-12-03_IAH_SAT_0_0,269,IAH,SAT,1764814800,1764819120,660.0,662.0,3600,118,2548800,"[842, 621, 713, 557, 606, 373, 35, 51, 118, 177, 146, 189]"
662,MX_269_2025-12-03_SAT_SAT_false,269,SAT,SAT,1764819120,1764840720,661.0,663.0,5100,0,7500000,
663,UA_469_2025-12-04_SAT_IAH_0_0,269,SAT,IAH,1764847200,1764850920,662.0,664.0,3060,118,2548800,
664,UA_1895_2025-12-04_IAH_LGA_0_0,269,IAH,LGA,1764857100,1764869280,663.0,665.0,3060,152,3283200,"[844, 582, 623, 559, 676, 37, 87, 239, 252, 191]"
665,UA_2658_2025-12-04_LGA_IAH_0_0,269,LGA,IAH,1764874800,1764889920,664.0,666.0,3060,117,2527200,"[401, 445]"
666,UA_517_2025-12-04_IAH_PBI_0_0,269,IAH,PBI,1764893700,1764902820,665.0,,3060,133,2872800,"[846, 625, 717, 561, 757, 463, 55, 343, 266, 241, 181, 216, 193]"
667,UA_2371_2025-12-02_LGA_IAH_0_0,271,LGA,IAH,1764679500,1764694620,,668.0,3060,134,2894400,"[640, 719, 416, 482, 165]"
668,UA_1687_2025-12-02_IAH_IND_0_0,271,IAH,IND,1764699900,1764708360,667.0,669.0,3060,165,3564000,"[574, 563, 678, 453, 392, 105, 417, 435, 140, 379, 245, 183, 166]"
669,UA_2235_2025-12-02_IND_IAH_0_0,271,IND,IAH,1764713640,1764723300,668.0,670.0,3060,116,2505600,[154]
670,UA_2090_2025-12-02_IAH_OMA_0_0,271,IAH,OMA,1764727860,1764736080,669.0,671.0,3060,119,2570400,"[709, 565, 601, 394, 333, 233, 437, 142, 185]"
671,UA_1429_2025-12-03_OMA_IAH_0_0,271,OMA,IAH,1764763200,1764772140,670.0,672.0,3060,149,3218400,
672,UA_1919_2025-12-03_IAH_CZM_0_0,271,IAH,CZM,1764777660,1764786180,671.0,673.0,3900,142,3067200,"[711, 555, 604, 456, 396, 336, 236, 116, 420, 175, 322, 144, 247, 187]"
673,UA_1867_2025-12-03_CZM_IAH_0_0,271,CZM,IAH,1764789900,1764799020,672.0,674.0,3480,104,2246400,
674,UA_1998_2025-12-03_IAH_LGA_0_0,271,IAH,LGA,1764803760,1764816300,673.0,675.0,4080,111,2397600,"[580, 713, 557, 568, 606, 458, 373, 35, 33, 51, 338, 118, 422, 177, 146, 249, 189, 168]"
675,UA_2656_2025-12-04_LGA_IAH_0_0,271,LGA,IAH,1764846000,1764861000,674.0,676.0,3060,68,1468800,"[608, 99]"
676,UA_2744_2025-12-04_IAH_SMF_0_0,271,IAH,SMF,1764864900,1764880560,675.0,677.0,3060,113,2440800,"[894, 844, 582, 664, 623, 715, 559, 609, 461, 375, 37, 53, 341, 87, 239, 179, 252, 191]"
677,UA_2274_2025-12-04_SMF_ORD_0_0,271,SMF,ORD,1764885780,1764900720,676.0,,3060,71,1533600,[518]
